Strain,X,dnaK_similarity,dnaK_coded,recA_similarity,recA_coded,ITS_similarity,ITS_coded,glnII_similarity,glnII_coded,nifD_similarity,nifD_coded,nodA_similarity,nodA_coded,nodL_similarity,nodL_coded,nodZ_similarity,nodZ_coded,Source,Site,Latitude,Longitude,Host,Rhizobial_lineage,ANI_species,CHR_haplotype,SYM_haplotype,Genome_haplotype,CHR.clade
12LoS14_2,399,05LoS8_1,K18,05LoS3_3,R4,12LoS14_2,I53,12LoS14_2,G29,11LoS34_5,D8,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K18_R4_I53_G29,D8_A9_L7_Z1,K18_R4_I53_G29_D8_A9_L7_Z1,B. canariense
12LoS15_1,267,19AcHe316.1.1,K1,12LoS15_1,R45,12LoS15_1,I23,11LoS6_3,G1,12LoS5_2,D4,19AcGLB10.1.1,A1,05LoS16_8,L1,19AcS136.2.1,Z29,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K1_R45_I23_G1,D4_A1_L1_Z29,K1_R45_I23_G1_D4_A1_L1_Z29,B. canariense
12LoS15_2,441,CW11,K26,12LoS14_1,R44,11LoS23_10,I3,11LoS6_3,G1,12LoS15_2,D12,11LoS17_3,A16,CW11,L20,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K26_R44_I3_G1,D12_A16_L20_Z1,K26_R44_I3_G1_D12_A16_L20_Z1,B. canariense
12LoS15_3,268,19AcHe316.1.1,K1,12LoS15_3,R46,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,11LoS13_3,A46,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K1_R46_I1_G1,D20_A46_L1_Z1,K1_R46_I1_G1_D20_A46_L1_Z1,B. canariense
12LoS15_4,269,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,11LoS13_3,A46,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D20_A46_L1_Z1,K1_R1_I1_G1_D20_A46_L1_Z1,B. canariense
12LoS16_1,324,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS11_2,Z45,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K6_R1_I31_G18,D74_A94_L63_Z45,K6_R1_I31_G18_D74_A94_L63_Z45,B. japonicum
12LoS16_2,325,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS11_2,Z45,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K6_R1_I31_G18,D74_A94_L63_Z45,K6_R1_I31_G18_D74_A94_L63_Z45,B. japonicum
12LoS16_3,505,12LoS16_3,K61,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS16_3,D126,12LoS16_3,A148,19AcGR302.5.1,L63,12LoS16_3,Z93,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K61_R1_I31_G18,D126_A148_L63_Z93,K61_R1_I31_G18_D126_A148_L63_Z93,B. japonicum
12LoS16_4,506,12LoS16_4,K62,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS16_3,D126,12LoS16_3,A148,19AcGR302.5.1,L63,12LoS16_3,Z93,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K62_R1_I31_G18,D126_A148_L63_Z93,K62_R1_I31_G18_D126_A148_L63_Z93,B. japonicum
12LoS16_5,326,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS16_5,D81,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS16_5,Z50,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K6_R1_I31_G18,D81_A94_L63_Z50,K6_R1_I31_G18_D81_A94_L63_Z50,B. japonicum
12LoS16_6,327,11LoS23_4,K6,19AcS397Asp.3.1,R1,12LoS16_6,I37,11LoS11_2,G18,12LoS16_6,D82,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS16_6,Z51,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K6_R1_I37_G18,D82_A94_L63_Z51,K6_R1_I37_G18_D82_A94_L63_Z51,B. japonicum
12LoS17_1,328,11LoS23_4,K6,05LoS2_3,R14,11LoS27_2,I32,11LoS11_2,G18,12LoS17_1,D83,12LoS17_1,A93,19AcGR302.5.1,L63,11LoS17_1,Z43,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K6_R14_I32_G18,D83_A93_L63_Z43,K6_R14_I32_G18_D83_A93_L63_Z43,B. japonicum
12LoS17_2,329,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS27_2,I32,11LoS11_2,G18,12LoS17_2,D84,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS17_2,Z52,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K6_R1_I32_G18,D84_A94_L63_Z52,K6_R1_I32_G18_D84_A94_L63_Z52,B. japonicum
12LoS17_3,330,11LoS23_4,K6,12LoS17_3,R57,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS17_3,A99,19AcGR302.5.1,L63,11LoS11_2,Z45,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K6_R57_I31_G18,D74_A99_L63_Z45,K6_R57_I31_G18_D74_A99_L63_Z45,B. japonicum
12LoS17_4,507,12LoS17_4,K63,11LoS34_2,R10,11LoS27_2,I32,11LoS11_2,G18,12LoS17_4,D127,12LoS17_1,A93,19AcGR302.5.1,L63,11LoS17_1,Z43,Hollowell,CLA,34.11039,-117.70799,A. strigosus,Bradyrhizobium,NA,K63_R10_I32_G18,D127_A93_L63_Z43,K63_R10_I32_G18_D127_A93_L63_Z43,B. japonicum
12LoS18_1,270,19AcHe316.1.1,K1,11LoS34_2,R10,11LoS23_10,I3,11LoS6_3,G1,23,D16,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70841,A. strigosus,Bradyrhizobium,NA,K1_R10_I3_G1,D16_A9_L1_Z1,K1_R10_I3_G1_D16_A9_L1_Z1,B. canariense
12LoS19_2,405,05LoS11_1,K19,05LoS2_3,R14,12LoS19_2,I54,11LoS6_3,G1,12LoS9_1,D20,12LoS19_2,A119,12LoS19_2,L81,11LoS6_3,Z3,Hollowell,CLA,34.11056,-117.70841,A. strigosus,Bradyrhizobium,NA,K19_R14_I54_G1,D20_A119_L81_Z3,K19_R14_I54_G1_D20_A119_L81_Z3,B. canariense
12LoS19_3,271,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70841,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D3_A9_L1_Z1,K1_R1_I1_G1_D3_A9_L1_Z1,B. canariense
12LoS19_4,200,19AcHe316.1.1,K1,11LoS21_1,R29,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,12LoS19_4,A67,12LoS19_4,L42,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70841,A. strigosus,Bradyrhizobium,NA,K1_R29_I1_G1,D3_A67_L42_Z1,K1_R29_I1_G1_D3_A67_L42_Z1,B. canariense
12LoS19_5,201,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,12LoS15_2,D12,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,CLA,34.11056,-117.70841,A. strigosus,Bradyrhizobium,NA,K1_R1_I3_G1,D12_A1_L1_Z1,K1_R1_I3_G1_D12_A1_L1_Z1,B. canariense
12LoS2_1,373,12LoS2_1,K12,11LoS28_7,R8,12LoS2_1,I48,12LoS2_1,G25,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K12_R8_I48_G25,D65_A86_L53_Z35,K12_R8_I48_G25_D65_A86_L53_Z35,B. yuanmingense
12LoS21_12,358,11LoS31_4,K8,12LoS21_12,R62,13LoS58_2,I42,13LoS58_2,G22,12LoS21_12,D91,12LoS21_12,A110,19AcGLB197.1.1,L69,12LoS21_12,Z60,Hollowell,ANZ,32.99015,-116.4447,A. strigosus,Bradyrhizobium,NA,K8_R62_I42_G22,D91_A110_L69_Z60,K8_R62_I42_G22_D91_A110_L69_Z60,B. sp. novel I
12LoS3_1,374,12LoS2_1,K12,11LoS28_7,R8,12LoS3_1,I49,13LoS15_1,G26,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K12_R8_I49_G26,D65_A86_L53_Z35,K12_R8_I49_G26_D65_A86_L53_Z35,B. yuanmingense
12LoS3_2,316,11LoS23_4,K6,05LoS13_4,R2,12LoS3_2,I36,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K6_R2_I36_G18,D74_A94_L63_Z49,K6_R2_I36_G18_D74_A94_L63_Z49,B. japonicum
12LoS3_3,317,11LoS23_4,K6,12LoS3_3,R56,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K6_R56_I31_G18,D74_A94_L63_Z49,K6_R56_I31_G18_D74_A94_L63_Z49,B. japonicum
12LoS3_4,501,12LoS3_4,K58,19AcS397Asp.3.1,R1,12LoS3_4,I90,12LoS3_4,G61,12LoS3_4,D125,12LoS16_1,A94,12LoS3_4,L112,12LoS3_4,Z91,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K58_R1_I90_G61,D125_A94_L112_Z91,K58_R1_I90_G61_D125_A94_L112_Z91,B. yuanmingense
12LoS3_5,503,12LoS3_5,K59,05LoS13_4,R2,12LoS3_5,I91,12LoS3_5,G62,12LoS3_5,D112,12LoS3_5,A98,12LoS3_5,L91,12LoS3_5,Z92,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K59_R2_I91_G62,D112_A98_L91_Z92,K59_R2_I91_G62_D112_A98_L91_Z92,?
12LoS3_6,502,12LoS3_4,K58,19AcS397Asp.3.1,R1,12LoS3_4,I90,12LoS3_4,G61,12LoS3_4,D125,12LoS3_6,A147,12LoS3_4,L112,12LoS3_4,Z91,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K58_R1_I90_G61,D125_A147_L112_Z91,K58_R1_I90_G61_D125_A147_L112_Z91,B. yuanmingense
12LoS3_7,318,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS3_5,A98,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K6_R1_I31_G18,D74_A98_L63_Z49,K6_R1_I31_G18_D74_A98_L63_Z49,B. japonicum
12LoS3_8,504,12LoS3_8,K60,19AcS397Asp.3.1,R1,12LoS3_8,I92,12LoS3_8,G63,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K60_R1_I92_G63,D65_A86_L53_Z35,K60_R1_I92_G63_D65_A86_L53_Z35,B. yuanmingense
12LoS3_9,319,11LoS23_4,K6,11LoS34_2,R10,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K6_R10_I31_G18,D74_A94_L63_Z49,K6_R10_I31_G18_D74_A94_L63_Z49,B. japonicum
12LoS4_1,369,11LoS34_10,K11,19AcS397Asp.3.1,R1,12LoS4_1,I46,11LoS6_3,G1,11LoS34_5,D8,12LoS4_1,A113,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K11_R1_I46_G1,D8_A113_L1_Z1,K11_R1_I46_G1_D8_A113_L1_Z1,B. canariense
12LoS4_3,320,11LoS23_4,K6,11LoS21_1,R29,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K6_R29_I31_G18,D74_A94_L63_Z49,K6_R29_I31_G18_D74_A94_L63_Z49,B. japonicum
12LoS4_4,321,11LoS23_4,K6,11LoS21_1,R29,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K6_R29_I31_G18,D74_A94_L63_Z49,K6_R29_I31_G18_D74_A94_L63_Z49,B. japonicum
12LoS4_5,322,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K6_R1_I31_G18,D74_A94_L63_Z49,K6_R1_I31_G18_D74_A94_L63_Z49,B. japonicum
12LoS4_6,323,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,SDM,34.13436,-117.78,A. strigosus,Bradyrhizobium,NA,K6_R1_I31_G18,D74_A94_L63_Z49,K6_R1_I31_G18_D74_A94_L63_Z49,B. japonicum
12LoS5_1,258,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,12LoS5_1,I4,11LoS6_3,G1,12LoS5_1,D60,12LoS18_1,A9,12LoS5_1,L49,11LoS7_2,Z1,Hollowell,SDM,34.13436,-117.77886,A. strigosus,Bradyrhizobium,NA,K1_R1_I4_G1,D60_A9_L49_Z1,K1_R1_I4_G1_D60_A9_L49_Z1,B. canariense
12LoS5_2,370,11LoS34_10,K11,11LoS34_2,R10,12LoS5_2,I47,11LoS6_3,G1,12LoS5_2,D4,12LoS5_2,A114,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.13436,-117.77886,A. strigosus,Bradyrhizobium,NA,K11_R10_I47_G1,D4_A114_L1_Z1,K11_R10_I47_G1_D4_A114_L1_Z1,B. canariense
12LoS5_3,371,11LoS34_10,K11,11LoS34_2,R10,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.13436,-117.77886,A. strigosus,Bradyrhizobium,NA,K11_R10_I1_G1,D8_A9_L1_Z1,K11_R10_I1_G1_D8_A9_L1_Z1,B. canariense
12LoS5_4,259,19AcHe316.1.1,K1,11LoS34_2,R10,11LoS34_4,I5,12LoS5_4,G6,11LoS34_5,D8,12LoS18_1,A9,12LoS5_4,L50,11LoS7_2,Z1,Hollowell,SDM,34.13436,-117.77886,A. strigosus,Bradyrhizobium,NA,K1_R10_I5_G6,D8_A9_L50_Z1,K1_R10_I5_G6_D8_A9_L50_Z1,B. canariense
12LoS8_1,301,11LoS22_5,K4,11LoS34_2,R10,12LoS8_1,I30,11LoS10_1,G17,12LoS8_1,D29,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,SDM,34.13436,-117.77886,A. strigosus,Bradyrhizobium,NA,K4_R10_I30_G17,D29_A9_L1_Z1,K4_R10_I30_G17_D29_A9_L1_Z1,B. sp. novel II
12LoS8_2,260,19AcHe316.1.1,K1,11LoS34_2,R10,11LoS34_4,I5,11LoS6_3,G1,12LoS8_2,D51,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,SDM,34.13436,-117.77886,A. strigosus,Bradyrhizobium,NA,K1_R10_I5_G1,D51_A9_L7_Z1,K1_R10_I5_G1_D51_A9_L7_Z1,B. canariense
12LoS9_1,261,19AcHe316.1.1,K1,05LoS22_13,R9,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,11LoS13_3,A46,05LoS16_8,L1,12LoS9_1,Z31,Hollowell,CLA,34.11056,-117.70906,A. strigosus,Bradyrhizobium,NA,K1_R9_I1_G1,D20_A46_L1_Z31,K1_R9_I1_G1_D20_A46_L1_Z31,B. canariense
13LoS100_1,295,11LoS22_4,K3,19AcARN300.1.1,R50,11LoS22_4,I27,13LoS100_1,G13,13LoS100_1,D71,13LoS100_1,A90,13LoS100_1,L60,13LoS100_1,Z40,Genomes,WHT,33.97972,-116.6547,A. strigosus,Bradyrhizobium,31,K3_R50_I27_G13,D71_A90_L60_Z40,K3_R50_I27_G13_D71_A90_L60_Z40,B. yuanmingense
13LoS104_4,489,19AcPa173.2.1,K50,05LoS3_4,R85,05LoS3_3,I70,19AcPa173.2.1,G54,12LoS5_2,D4,13LoS70_2,A139,13LoS104_4,L105,38B,Z75,Genomes,GUA,35.00812,-120.60878,A. strigosus,Bradyrhizobium,26,K50_R85_I70_G54,D4_A139_L105_Z75,K50_R85_I70_G54_D4_A139_L105_Z75,B. retamae
13LoS14_2,339,11LoS31_3,K7,09LoS36_4,R58,13LoS14_2,I39,09LoS36_4,G20,19AcD280.1.1,D86,12LoS21_14,A103,13LoS14_2,L65,13LoS14_2,Z56,Genomes,GP,34.12197,-118.309,A. strigosus,Bradyrhizobium,49,K7_R58_I39_G20,D86_A103_L65_Z56,K7_R58_I39_G20_D86_A103_L65_Z56,B. sp. novel I
13LoS15_1,487,13LoS15_1,K49,13LoS15_1,R96,13LoS15_1,I82,13LoS15_1,G26,12LoS1_4,D65,12LoS3_5,A98,12LoS20_5,L53,11LoS19_4,Z35,Genomes,GP,34.12197,-118.309,A. strigosus,Bradyrhizobium,32,K49_R96_I82_G26,D65_A98_L53_Z35,K49_R96_I82_G26_D65_A98_L53_Z35,B. yuanmingense
13LoS16_4,490,13LoS16_4,K51,13LoS16_4,R97,13LoS16_4,I83,13LoS16_4,G55,13LoS16_4,D121,13LoS16_4,A142,13LoS16_4,L106,13LoS16_4,Z83,Genomes,GP,34.12197,-118.309,A. strigosus,Bradyrhizobium,29,K51_R97_I83_G55,D121_A142_L106_Z83,K51_R97_I83_G55_D121_A142_L106_Z83,B. canariense
13LoS18_3,483,19AcS295.3.1,K46,13LoS18_3,R92,13LoS18_3,I79,13LoS18_3,G50,19AcD266.2.1,D73,13LoS18_3,A138,13LoS18_3,L101,13LoS18_3,Z80,Genomes,GP,34.12197,-118.309,A. strigosus,Bradyrhizobium,30,K46_R92_I79_G50,D73_A138_L101_Z80,K46_R92_I79_G50_D73_A138_L101_Z80,B. yuanmingense
13LoS58_2,357,11LoS31_4,K8,13LoS58_2,R61,13LoS58_2,I42,13LoS58_2,G22,19AcD280.1.1,D86,13LoS58_2,A109,13LoS58_2,L75,13LoS58_2,Z59,Genomes,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,49,K8_R61_I42_G22,D86_A109_L75_Z59,K8_R61_I42_G22_D86_A109_L75_Z59,B. sp. novel I
13LoS69_3,455,13LoS69_3,K32,13LoS69_3,R83,13LoS69_3,I65,13LoS69_3,G39,13LoS69_3,D110,13LoS69_3,A126,13LoS69_3,L90,13LoS69_3,Z71,Genomes,PIS,35.05448,-120.62241,A. strigosus,Bradyrhizobium,78,K32_R83_I65_G39,D110_A126_L90_Z71,K32_R83_I65_G39_D110_A126_L90_Z71,B. japonicum
